,barrio,barrio-href,zona,ciudad,lat,lon
812,Terrazas del bayo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=636&country=Terrazas%20del%20bayo,Prov. Neuquen,Villa la Angostura,-40.016666 , -71.266666
813,Rincon de Maschwitz,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=470&country=Rincon%20de%20Maschwitz,Buenos Aires - Norte,Maschwitz,-34.389415 , -58.724098
814,Las Marias,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=339&country=Las%20Marias,Buenos Aires - Norte,San Isidro,-34.488766 , -58.559528
815,Los Caracoles,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=146&country=Los%20Caracoles,Buenos Aires - Norte,Maschwitz,-34.390485 , -58.735083
816,Santina Norte,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1060&country=Santina%20Norte,Prov. Cordoba,Villa Warcalde,-31.358993 , -64.272765
817,La Barraca,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=893&country=La%20Barraca,Prov. Mendoza,Guaymallen,,
818,Biloba Tortuguitas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1149&country=Biloba%20Tortuguitas,Buenos Aires - Norte,Tortuguitas,,
819,Causana,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=541&country=Causana,Prov. Cordoba,Malagüeño,-31.457715 , -64.403816
820,Alto Pecan,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1091&country=Alto%20Pecan,Prov. Entre Rios,Villa Paranacito,,
821,Vista Canning,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1153&country=Vista%20Canning,Buenos Aires - Sur,Canning,-34.855719 , -58.506368
822,Chacras de Pergamino,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1000&country=Chacras%20de%20Pergamino,Buenos Aires - Norte,Pergamino,-33.859558 , -60.859830
823,Bosque Real,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=54&country=Bosque%20Real,Buenos Aires - Oeste,General Rodriguez,-34.563533 , -58.926633
824,Los Eucaliptus,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=353&country=Los%20Eucaliptus,Buenos Aires - Norte,San Isidro,-34.474621 , -58.550105
825,Marinas Golf,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=155&country=Marinas%20Golf,Buenos Aires - Norte,Tigre,-34.389486 , -58.624321
826,Barrio Náutico Sagast,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1071&country=Barrio%20N%C3%A1utico%20Sagastume,Prov. Entre Rios,Villa Paranacito,-33.679783 , -58.703728
827,Jardines de Escobar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=315&country=Jardines%20de%20Escobar,Buenos Aires - Norte,Escobar,-34.355325 , -58.807426
828,Quinta de Atalaya,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=377&country=Quinta%20de%20Atalaya,Buenos Aires - Norte,Malvinas Argentinas,-34.486321 , -58.570158
829,Los Naranjos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=174&country=Los%20Naranjos,Buenos Aires - Sur,Canning,-34.883358 , -58.483685
830,Quebradas Villa Rural,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1082&country=Quebradas%20Villa%20Rural,Buenos Aires - Norte,Zarate,,
831,Chacras de Bragado,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1046&country=Chacras%20de%20Bragado,Buenos Aires - Oeste,Bragado,,
832,Las Acacias de Hudson,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=46&country=Las%20Acacias%20de%20Hudson,Buenos Aires - Sur,Hudson,-34.790448 , -58.155073
833,Petrel Village,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=371&country=Petrel%20Village,Buenos Aires - Norte,Pilar,-34.438538 , -58.888465
834,El Candil,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=877&country=El%20Candil,Buenos Aires - Sur,Canning,-34.970815 , -58.441025
835,Camino Real,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=289&country=Camino%20Real,Buenos Aires - Norte,San Isidro,-34.485561 , -58.584491
836,San Carlos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=472&country=San%20Carlos,Buenos Aires - Norte,Pilar,-34.471996 , -58.703335
837,Quillehue,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=519&country=Quillehue,Prov. Neuquen,Junin de los Andes,-39.939783 , -71.069988
838,Nuevo Quilmes,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=488&country=Nuevo%20Quilmes,Buenos Aires - Sur,Quilmes,-34.687841 , -58.284741
839,Alla en el Sur,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=176&country=Alla%20en%20el%20Sur,Buenos Aires - Sur,Canning,-34.851393 , -58.488541
840,Chacras de Abbott,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=38&country=Chacras%20de%20Abbott,Buenos Aires - Sur,Cañuelas,-35.30284 , -58.884495
841,Marina Canestrari,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=362&country=Marina%20Canestrari,Buenos Aires - Norte,San Isidro,-34.442251 , -58.507246
842,Campos de Echeverria,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=185&country=Campos%20de%20Echeverria,Buenos Aires - Sur,Canning,-34.859526 , -58.488005
843,Claros del Bosque,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=673&country=Claros%20del%20Bosque,Prov. Cordoba,Córdoba,-31.45499 , -64.142861
844,La Otilia,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=80&country=La%20Otilia,Buenos Aires - Norte,Pilar,-34.441558 , -58.918346
845,Las Moras,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=630&country=Las%20Moras,Prov. Neuquen,San Martin de los Andes,-40.150651 , -71.337028
846,Alto del Molino,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=48&country=Alto%20del%20Molino,Buenos Aires - Norte,Pilar,-34.469328 , -58.908433
847,Chacras de San Andres,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=864&country=Chacras%20de%20San%20Andres,Buenos Aires - Oeste,Lujan,-34.416705 , -59.242896
848,Manzanares Chico,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=361&country=Manzanares%20Chico,Buenos Aires - Norte,Pilar,-34.457603 , -58.920975
849,Laguna Azul,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=715&country=Laguna%20Azul,Prov. Cordoba,La Calera,-31.324555 , -64.322573
850,Pinar de Tigre,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=376&country=Pinar%20de%20Tigre,Buenos Aires - Norte,Tigre,-34.459638 , -58.554706
851,Cruz del Sur,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=191&country=Cruz%20del%20Sur,Buenos Aires - Sur,San Vicente,-34.941418 , -58.471008
852,San Lucas Village,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=397&country=San%20Lucas%20Village,Buenos Aires - Norte,Escobar,-34.400906 , -58.740215
853,La Deseada,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=202&country=La%20Deseada,Buenos Aires - Sur,Ezeiza,-34.741508 , -58.522316
854,Los Troncos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=460&country=Los%20Troncos,Buenos Aires - Norte,Pilar,-34.469888 , -58.839498
855,Lomas de San Francisco,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=265&country=Lomas%20de%20San%20Francisco,Buenos Aires - Oeste,Open Door,-34.489815 , -59.087283
856,Condominio Tortugas 2,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=56&country=Condominio%20Tortugas%202,Buenos Aires - Norte,Pilar,-34.442183 , -58.722431
857,Los Prados,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=693&country=Los%20Prados,Prov. Cordoba,Córdoba,-31.35362 , -64.368041
858,Boat Center,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=439&country=Boat%20Center,Buenos Aires - Norte,Tigre,-34.376233 , -58.636736
859,Potrerillo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=602&country=Potrerillo,Prov. Cordoba,Córdoba,-31.55182 , -64.239843
860,Campos de Roca Dos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=489&country=Campos%20de%20Roca%20Dos,Buenos Aires - Sur,Brandsen,"-35,107246 "," -58,090396"
861,La Emilia,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=74&country=La%20Emilia,Buenos Aires - Norte,Pilar,-34.504708 , -58.920358
862,Soleloir,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=849&country=Soleloir,Buenos Aires - Oeste,Ituzaingo,,
863,Villanova Haedo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1146&country=Villanova%20Haedo,Buenos Aires - Oeste,Haedo,,
864,Laguna del sol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=68&country=Laguna%20del%20sol,Buenos Aires - Norte,Pacheco,-34.46854 , -58.60275
865,El Lucero,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=63&country=El%20Lucero,Buenos Aires - Norte,Pilar,-34.419838 , -58.758391
866,Chacras de Santa Maria,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1031&country=Chacras%20de%20Santa%20Maria,Prov. Salta,Salta,-24.791296 , -65.467415
867,Altos de Del Viso,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=271&country=Altos%20de%20Del%20Viso,Buenos Aires - Norte,Pilar,-34.472028 , -58.786440
868,Molino Viejo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=581&country=Molino%20Viejo,Prov. Salta,San Carlos,-25.889836 , -65.92498
869,El Argentino Farm Club,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=244&country=El%20Argentino%20Farm%20Club,Buenos Aires - Oeste,Lujan,-34.520755 , -59.105571
870,La Esperanza,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=707&country=La%20Esperanza,Prov. Cordoba,Villa General Belgrano,-31.822431 , -64.542928
871,El Centauro,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=7&country=El%20Centauro,Buenos Aires - Sur,Monte Grande,-34.856906 , -58.490101
872,El Portillo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=304&country=El%20Portillo,Buenos Aires - Norte,Pilar,-34.441056 , -58.740313
873,Valdevez,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1167&country=Valdevez,Buenos Aires - Norte,Tristan Suarez,-34.879165 , -58.590056
874,San Diego,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=259&country=San%20Diego,Buenos Aires - Oeste,Moreno,-34.583911 , -58.839743
875,Palmares de Pilar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=368&country=Palmares%20de%20Pilar,Buenos Aires - Norte,Pilar,-34.48776 , -58.92517
876,El Redil,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=510&country=El%20Redil,Prov. Rio Negro,Bariloche,-41.103655 , -71.455438
877,Santa Clara al Sur,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1111&country=Santa%20Clara%20al%20Sur,Buenos Aires - Sur,San Vicente,-34.974434 , -58.496333
878,Cadaqués,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=812&country=Cadaqu%C3%A9s,Prov. Santa Fe,Funes,,
879,Marina Maschwitz,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=363&country=Marina%20Maschwitz,Buenos Aires - Norte,Maschwitz,-34.306738 , -58.708155
880,Los Robles,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=268&country=Los%20Robles,Buenos Aires - Oeste,Lujan,-34.473256 , -58.984918
881,Lagos de San Eliseo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=45&country=Lagos%20de%20San%20Eliseo,Buenos Aires - Sur,San Vicente,-35.00206 , -58.45985
882,Loma Escondida,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=266&country=Loma%20Escondida,Buenos Aires - Oeste,Open Door,-34.499815 , -59.095283
883,Peñon del Aguila,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=709&country=Pe%C3%B1on%20del%20Aguila,Prov. Cordoba,Valle de Calamuchita,-31.89211 , -64.771566
884,Terrazas de Villa Alle,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=703&country=Terrazas%20de%20Villa%20Allende,Prov. Cordoba,Villa Allende,-31.276435 , -64.305211
885,La Cautiva Pilar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=321&country=La%20Cautiva%20Pilar,Buenos Aires - Norte,Pilar,-34.491151 , -58.987455
886,La Montura,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=79&country=La%20Montura,Buenos Aires - Norte,Pilar,-34.416946 , -58.757805
887,Las Caletas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=918&country=Las%20Caletas,Prov. Rio Negro,General Roca,-39.084833 , -67.543330
888,Cavapampa Club de viñ,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1137&country=Cavapampa%20Club%20de%20vi%C3%B1as,Buenos Aires - Sur,La PLata,,
889,Estacion del Carmen,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=681&country=Estacion%20del%20Carmen,Prov. Cordoba,Carlos Paz,-31.484423 , -64.433783
890,Campos Del Virrey,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=538&country=Campos%20Del%20Virrey,Prov. Cordoba,Alta Gracia,-31.588483 , -64.356785
891,San Juan,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=396&country=San%20Juan,Buenos Aires - Norte,Benavidez,-34.502886 , -58.559546
892,Lobos Country Club,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=971&country=Lobos%20Country%20Club,Buenos Aires - Sur,Lobos,-35.177831 , -59.134297
893,Lomas de Benavidez,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=343&country=Lomas%20de%20Benavidez,Buenos Aires - Norte,Benavidez,-34.421271 , -58.701460
894,Area 60,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=180&country=Area%2060,Buenos Aires - Sur,Brandsen,-35.083536 , -58.070805
895,Los Olmos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=160&country=Los%20Olmos,Buenos Aires - Norte,Tigre,-34.417011 , -58.706708
896,Los Algarrobos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=690&country=Los%20Algarrobos,Prov. Cordoba,Villa María,-32.406152 , -63.236535
897,Campos de Esther,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=559&country=Campos%20de%20Esther,Prov. Santa Fe,Pueblo de  Esther,-33.070745 , -60.571698
898,Duna de las Pampas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=820&country=Duna%20de%20las%20Pampas,Buenos Aires - Costa Atlantica,Villa Gesell,-37.305837 , -57.005900
899,Portico del Sol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=894&country=Portico%20del%20Sol,Prov. Mendoza,San Rafael,,
900,Pueblo Nativo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1166&country=Pueblo%20Nativo,Prov. Cordoba,Villa Giardino,-31.02521 , -64.475184
901,El Ensueño,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=479&country=El%20Ensue%C3%B1o,Buenos Aires - Norte,Maschwitz,-34.356493 , -58.72472
902,San Joaquin,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=392&country=San%20Joaquin,Buenos Aires - Norte,Exaltación de la cruz,-34.384046 , -59.054716
903,Jagüel del Medio,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1054&country=Jag%C3%BCel%20del%20Medio,Buenos Aires - Costa Atlantica,Santa Teresita,-36.518403 , -56.709235
904,km 314,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=818&country=km%20314,Buenos Aires - Costa Atlantica,San Clemente,36.439716 , 56.707961
905,Entre Cerros,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=958&country=Entre%20Cerros,Prov. Rio Negro,Bariloche,,
906,Yerba Buena Golf Count,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=934&country=Yerba%20Buena%20Golf%20Country%20%20Club,Prov. Tucuman,Tucuman,,
907,Las Palmas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=341&country=Las%20Palmas,Buenos Aires - Norte,Tigre,-34.424133 , -58.590655
908,Pasos del Valle,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=848&country=Pasos%20del%20Valle,Prov. Cordoba,Traslasierra,-31.843161 , -65.069440
909,El Portal de Pilar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=303&country=El%20Portal%20de%20Pilar,Buenos Aires - Norte,Pilar,-34.442656 , -58.934088
910,Altos de Chateau,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=597&country=Altos%20de%20Chateau,Prov. Cordoba,Córdoba,-31.370258 , -64.256841
911,Hudson Park,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=838&country=Hudson%20Park,Buenos Aires - Sur,Hudson,-34.798908 , -58.153253
912,Santa Rita II,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=215&country=Santa%20Rita%20II,Buenos Aires - Sur,San Vicente,-34.955576 , -58.459601
913,Villa Rosa,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=418&country=Villa%20Rosa,Buenos Aires - Norte,Pilar,-34.417885 , -58.870241
914,La Reserva,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=330&country=La%20Reserva,Buenos Aires - Norte,Pilar,-34.436541 , -58.792026
915,La Vieja Estación,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=878&country=La%20Vieja%20Estaci%C3%B3n,Buenos Aires - Sur,Canning,-34.873318 , -58.504795
916,Algodón Wine Estates,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=800&country=Algod%C3%B3n%20Wine%20Estates%20y%20Champions%20Club,Prov. Mendoza,San Rafael,-34.802318 , -68.624241
917,Don Caggiano,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=850&country=Don%20Caggiano,Buenos Aires - Norte,Don Torcuato,,
918,Los Pilares,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=87&country=Los%20Pilares,Buenos Aires - Norte,Pilar,-34.400165 , -58.83798
919,Puerto Urquiza,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=986&country=Puerto%20Urquiza,Prov. Entre Rios,Paraná,,
920,El Mirasol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=300&country=El%20Mirasol,Buenos Aires - Norte,Pilar,-34.568005 , -58.871030
921,Manantiales,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=556&country=Manantiales,Prov. Cordoba,Córdoba,-29.866668 , -64.876665
922,Los Caldenes,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=926&country=Los%20Caldenes,Prov. San Luis,Villa Reynolds,-33.705115 , -65.375856
923,Country Golf Rosario,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=564&country=Country%20Golf%20Rosario,Prov. Santa Fe,Rosario,-32.98726 , -60.770053
924,Altos del Casco,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=973&country=Altos%20del%20Casco,Buenos Aires - Norte,Zarate,,
925,Laderas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=655&country=Laderas,Prov. Mendoza,Chacras de Coria,-32.986338 , -68.889586
926,Buen Retiro,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=288&country=Buen%20Retiro,Buenos Aires - Norte,Pilar,-34.421531 , -58.873373
927,Solares del Jaguel,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=240&country=Solares%20del%20Jaguel,Buenos Aires - Oeste,Ituzaingo,-34.622555 , -58.708450
928,Chacras de la Villa,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=543&country=Chacras%20de%20la%20Villa,Prov. Cordoba,Villa Allende,-31.292288 , -64.23595
929,Random Condominios,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1165&country=Random%20Condominios,Buenos Aires - Sur,Canning,-34.888789 , -58.514068
930,Santa Catalina,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=399&country=Santa%20Catalina,Buenos Aires - Norte,Benavidez,-34.508218 , -59.039260
931,La Arboleda,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=170&country=La%20Arboleda,Buenos Aires - Norte,Don Torcuato,-34.401913 , -58.739001
932,Las Cuasarinas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=336&country=Las%20Cuasarinas,Buenos Aires - Norte,Bella Vista,-34.522166 , -58.676503
933,Club de Campo El Paso,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=942&country=Club%20de%20Campo%20El%20Paso,Prov. Santa Fe,Santo Tomé,-31.633832 , -60.764888
934,Estancia Las Achiras,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=996&country=Estancia%20Las%20Achiras,Buenos Aires - Norte,Zarate,,
935,Barrio Armenia,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=868&country=Barrio%20Armenia,Buenos Aires - Norte,Pilar,,
936,Altos del Carmen,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=178&country=Altos%20del%20Carmen,Buenos Aires - Sur,Cañuelas,-35.036731 , -58.755071
937,Golfers,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=138&country=Golfers,Buenos Aires - Norte,Pilar,-34.49281 , -58.922938
938,Ranelagh Golf Club,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=104&country=Ranelagh%20Golf%20Club,Buenos Aires - Sur,Ranelagh,-34.801506 , -58.203253
939,La Rinconada 1 y 2,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=82&country=La%20Rinconada%201%20y%202,Buenos Aires - Norte,Pilar,-34.435793 , -58.841435
940,El Resuello,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=226&country=El%20Resuello,Buenos Aires - Oeste,Moreno,-34.655038 , -58.820503
941,Riberas de Manantiales,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1068&country=Riberas%20de%20Manantiales,Prov. Cordoba,Córdoba,-31.450421 , -64.224135
942,Soles del Oeste,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=901&country=Soles%20del%20Oeste,Prov. Cordoba,Río Cuarto,,
943,Haras San Pablo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=953&country=Haras%20San%20Pablo,Buenos Aires - Oeste,General Rodriguez,-34.606178 , -59.040881
944,Arelauquen,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=504&country=Arelauquen,Prov. Rio Negro,Bariloche,-41.13925 , -71.307421
945,Los Olmos,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=735&country=Los%20Olmos,Prov. Salta,Valle de Lerma,-24.903006 , -65.475283
946,Punto Claro,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=716&country=Punto%20Claro,Prov. Cordoba,Valle de Calamuchita,-31.855938 , -64.533691
947,Lujan del Sol,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=93&country=Lujan%20del%20Sol,Buenos Aires - Oeste,Lujan,-34.59099 , -59.052661
948,Bahia Montaña,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=507&country=Bahia%20Monta%C3%B1a,Prov. Neuquen,Villa la Angostura,-40.79189 , -71.605626
949,Caren Hue,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=626&country=Caren%20Hue,Prov. Neuquen,Villa la Angostura,-40.75772 , -71.634591
950,Ayres del Pilar,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=53&country=Ayres%20del%20Pilar,Buenos Aires - Norte,Pilar,-34.388958 , -58.893223
951,Alamo Alto,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=269&country=Alamo%20Alto,Buenos Aires - Norte,Maschwitz,-34.386701 , -58.769315
952,Chumamaya,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=592&country=Chumamaya,Prov. San Luis,Merlo,-32.333886 , -64.97523
953,Fincas de Maschwitz,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=64&country=Fincas%20de%20Maschwitz,Buenos Aires - Norte,Maschwitz,-34.358823 , -58.756698
954,Posta Carreta,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=711&country=Posta%20Carreta,Prov. Cordoba,Valle de Calamuchita,-32.532383 , -64.603995
955,Amarilys,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=611&country=Amarilys,Buenos Aires - Norte,Pilar,-34.386316 , -59.054208
956,Las Carretas,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=656&country=Las%20Carretas,Prov. Mendoza,Chacras de Coria,-32.956981 , -68.859328
957,Nuevo Milberg,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=366&country=Nuevo%20Milberg,Buenos Aires - Norte,Tigre,-34.406418 , -58.609478
958,La Celina,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=72&country=La%20Celina,Buenos Aires - Norte,Maschwitz,-34.383356 , -58.75848
959,Tigre Joven,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=114&country=Tigre%20Joven,Buenos Aires - Norte,Tigre,-34.434791 , -58.583733
960,San Gabriel,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=498&country=San%20Gabriel,Buenos Aires - Norte,Tigre,-34.371401 , -58.704376
961,Abril,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=13&country=Abril,Buenos Aires - Sur,Hudson,-34.806468 , -58.153276
962,Valle de Golf,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=520&country=Valle%20de%20Golf,Prov. Cordoba,Alta Gracia,-31.469731 , -64.418641
963,CUBA Country V de Mayo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=444&country=CUBA%20Country%20V%20de%20Mayo,Buenos Aires - Norte,Villa de Mayo,-34.504283 , -58.684653
964,La Colina,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=874&country=La%20Colina,Buenos Aires - Norte,Tigre,,
965,Barrio Parque Las Loma,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=279&country=Barrio%20Parque%20Las%20Lomadas,Buenos Aires - Norte,Campana,-34.306296 , -58.954625
966,Barbarita,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=490&country=Barbarita,Buenos Aires - Norte,Tigre,-34.420735 , -58.620946
967,Estancia Los Ñires,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=640&country=Estancia%20Los%20%C3%91ires,Prov. Neuquen,San Martin de los Andes,-40.07447 , -71.302778
968,La Rufina,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=552&country=La%20Rufina,Prov. Cordoba,La Calera,-31.342073 , -64.308662
969,Las Canuelas club de c,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=37&country=Las%20Canuelas%20club%20de%20campo,Buenos Aires - Sur,Cañuelas,-34.969357 , -58.737008
970,La Agustina,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=1160&country=La%20Agustina,Buenos Aires - Norte,Pilar,-34.457694 , -58.892638
971,El Estribo,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=449&country=El%20Estribo,Buenos Aires - Norte,Pilar,-34.466925 , -58.705698
972,Pampas pueblo de Hudso,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=210&country=Pampas%20pueblo%20de%20Hudson,Buenos Aires - Sur,Hudson,-34.774815 , -58.156061
973,Los Prados,http://www.guiacountry.com/countries/imagenes/index.php?CO_ID=897&country=Los%20Prados,Prov. Cordoba,La Calera,,
